"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841,0.7352841
1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.897142857142857,1.38571428571429,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,1.085,1.085,0.572727272727273,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273,0.572727272727273
1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.897142857142857,1.38571428571429,1.14615384615385,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,1.085,1.085,0.559375,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375
1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.897142857142857,1.38571428571429,1.14615384615385,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,1.085,1.085,0.559375,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375
1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.897142857142857,1.38571428571429,1.14615384615385,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,1.085,1.085,0.559375,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375
1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.897142857142857,1.38571428571429,1.14615384615385,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,1.085,1.085,0.559375,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375
1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.897142857142857,1.38571428571429,1.14615384615385,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,1.085,1.085,0.559375,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,1.38571428571429,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375
0.438461538461539,0.438461538461539,1.62631578947368,0.438461538461539,1.62631578947368,1.62631578947368,1.62631578947368,0.897142857142857,1.62631578947368,1.14615384615385,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,1.085,1.085,0.559375,1.62631578947368,1.62631578947368,1.62631578947368,1.62631578947368,1.62631578947368,1.62631578947368,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375,0.559375
0.438461538461539,0.438461538461539,1.62631578947368,0.438461538461539,1.62631578947368,1.62631578947368,1.62631578947368,0.897142857142857,1.62631578947368,1.14615384615385,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.1,0.717391304347826,0.717391304347826,0.717391304347826,0.1,0.717391304347826,0.1,0.1,-0.238235294117647,0.717391304347826,-0.238235294117647,1.085,1.085,0.717391304347826,1.62631578947368,1.62631578947368,1.62631578947368,1.62631578947368,1.62631578947368,1.62631578947368,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.1,0.717391304347826,0.717391304347826,0.1,0.717391304347826,0.717391304347826,0.1,0.717391304347826,0.1,0.717391304347826
0.438461538461539,0.438461538461539,1.62631578947368,0.438461538461539,1.62631578947368,1.62631578947368,1.62631578947368,0.897142857142857,1.62631578947368,1.14615384615385,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.1,0.717391304347826,0.717391304347826,0.717391304347826,0.1,0.717391304347826,0.1,0.1,-0.238235294117647,0.717391304347826,-0.238235294117647,1.085,1.085,0.717391304347826,1.62631578947368,1.62631578947368,1.62631578947368,1.62631578947368,1.62631578947368,1.62631578947368,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.717391304347826,0.1,0.717391304347826,0.717391304347826,0.1,0.717391304347826,0.717391304347826,0.1,0.717391304347826,0.1,0.717391304347826
